id,name,reader_id,abonement,read_hall,received,lost,released,author,give_point,order_date,edition,receive_date
641,IPTPWTrIyO,87,3,8,2017,0,1998,Antonio Letourneau,5,2019-08-25 00:00:00,1,2019-09-07 00:00:00
642,dBTEdEcDCQ,109,3,5,2019,0,1991,Lonnie Rebuck,2,2018-11-09 00:00:00,3,2018-12-10 00:00:00
643,ODTYEyTrqK,148,1,7,2019,2022,2001,Robert Gregory,1,1000-01-01 00:00:00,6,1000-01-01 00:00:00
644,uiOykvlRLJ,69,4,4,2016,0,2001,Jonathan Friend,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
645,XcnPdDZPZO,120,4,4,2017,0,1996,Anna Solomon,4,2019-12-01 00:00:00,9,2019-12-17 00:00:00
646,rJtzbwgmhE,101,4,4,2017,2018,2004,Lori Branch,5,2018-02-22 00:00:00,3,2018-03-04 00:00:00
647,dsawRJfVQt,140,2,8,2016,0,1996,Debra Cabiness,3,1000-01-01 00:00:00,2,1000-01-01 00:00:00
648,qjUySBOHOd,122,4,8,2016,0,1990,Timothy Miranda,2,1000-01-01 00:00:00,7,1000-01-01 00:00:00
649,wUORXYwuCr,53,4,1,2018,0,1993,Louie Sullivan,1,1000-01-01 00:00:00,6,1000-01-01 00:00:00
650,waRlCEJzdU,120,3,7,2017,0,1992,Elsa Lang,1,1000-01-01 00:00:00,8,1000-01-01 00:00:00
651,IdDbDPkLFp,114,4,8,2018,0,2004,Lori Branch,2,1000-01-01 00:00:00,6,1000-01-01 00:00:00
652,FGfRdSCJdx,2,4,4,2017,0,2005,Sunshine Motl,1,1000-01-01 00:00:00,7,1000-01-01 00:00:00
653,loZRRnfWKU,150,3,5,2016,2017,1994,Carly Sparks,5,1000-01-01 00:00:00,2,1000-01-01 00:00:00
654,wyPicIxxgS,43,2,4,2018,0,2007,Leonard Carter,4,2017-10-10 00:00:00,7,2017-10-12 00:00:00
655,MURLjHYYzR,104,1,8,2018,0,1999,Graciela Lansberry,5,1000-01-01 00:00:00,9,1000-01-01 00:00:00
656,eXCDzvqrDk,105,4,6,2018,0,1994,Louie Sullivan,4,2018-05-21 00:00:00,4,2018-06-15 00:00:00
657,eobVSsQSaA,41,2,2,2017,0,1990,Suzanne Freeman,3,2018-11-19 00:00:00,8,2018-12-19 00:00:00
658,dFvJiNBFlX,31,1,4,2018,0,2008,Pamela Samuels,1,2018-04-12 00:00:00,9,2018-04-23 00:00:00
659,qTTmjdJIdH,39,2,4,2017,2018,1994,Ryan Archer,1,2018-05-28 00:00:00,8,2018-06-08 00:00:00
660,NcZKGsMiYH,33,1,6,2017,0,2008,Bertha Haza,5,2019-07-24 00:00:00,3,2019-08-09 00:00:00
661,MnhPUXtOLj,28,4,5,2019,0,2007,Marc Uplinger,1,2019-06-17 00:00:00,3,2019-07-17 00:00:00
662,aqFbQUPNyd,49,2,8,2016,0,2004,Monica Taft,1,2018-10-26 00:00:00,1,2018-11-14 00:00:00
663,IgnWcZWAyC,41,1,4,2019,0,2006,Janet Jenkins,3,2018-06-07 00:00:00,1,2018-06-13 00:00:00
664,ykmRKCJJsx,131,3,2,2017,0,1996,Camille Guzman,2,2019-03-10 00:00:00,4,2019-03-22 00:00:00
665,XRxFRKGyvs,1,2,4,2019,0,1993,Kathryn Christensen,4,1000-01-01 00:00:00,7,1000-01-01 00:00:00
666,loYKWBxLkU,119,1,5,2019,0,1999,Martin Scerra,5,2019-12-12 00:00:00,6,2020-01-11 00:00:00
667,kNMaEaklwR,121,2,1,2016,2019,2003,Leonard Carter,4,2018-02-18 00:00:00,8,2018-02-20 00:00:00
668,eobVSsQSaA,45,3,4,2019,2020,1995,John Tucker,5,1000-01-01 00:00:00,3,1000-01-01 00:00:00
669,MEzkjBcVlN,73,4,7,2016,0,1992,Eva Fitzgerald,4,1000-01-01 00:00:00,8,1000-01-01 00:00:00
670,qTTmjdJIdH,5,4,2,2019,0,2009,Anna Kidwell,5,1000-01-01 00:00:00,2,1000-01-01 00:00:00
671,VfkvdmGJuC,11,4,6,2019,0,2002,Matthew Moore,3,1000-01-01 00:00:00,7,1000-01-01 00:00:00
672,bnKMZWDjiQ,54,1,4,2016,0,2008,Timothy Fox,1,1000-01-01 00:00:00,8,1000-01-01 00:00:00
673,GZZEZStCpM,54,4,9,2017,0,1996,Reginald Bender,4,2017-07-10 00:00:00,2,2017-08-10 00:00:00
674,wfhpfwIZrb,97,3,1,2019,0,1996,Forrest Brady,3,2018-10-28 00:00:00,3,2018-11-03 00:00:00
675,vpRmgPMUSS,79,4,3,2017,2018,1991,Kathleen Heinz,3,2018-04-10 00:00:00,7,2018-04-12 00:00:00
676,HyLygEtbfh,104,4,1,2017,0,1997,Daniel Summers,4,2019-04-17 00:00:00,1,2019-04-19 00:00:00
677,rJtzbwgmhE,42,3,2,2018,0,2006,Robert Kepler,2,2019-12-23 00:00:00,3,2019-12-25 00:00:00
678,DTbJoeNcir,98,2,4,2016,0,2003,Marc Naiman,3,1000-01-01 00:00:00,5,1000-01-01 00:00:00
679,FGfRdSCJdx,50,4,7,2016,2017,2009,Leonard Rouse,1,1000-01-01 00:00:00,6,1000-01-01 00:00:00
680,EEatNodEmN,149,3,4,2019,0,1998,Donna Friedman,3,2018-06-07 00:00:00,4,2018-07-02 00:00:00
681,pNPpMHkbSf,112,1,2,2019,2022,2005,Catherine Schwarz,1,2017-09-10 00:00:00,2,2017-09-27 00:00:00
682,wKCLcBdfYK,16,1,2,2017,0,1996,Christopher Morin,1,2019-10-14 00:00:00,5,2019-11-04 00:00:00
683,eXCDzvqrDk,60,2,1,2019,0,1996,Marguerite Harmer,4,1000-01-01 00:00:00,1,1000-01-01 00:00:00
684,uiOykvlRLJ,141,4,8,2016,0,1995,Pattie Pierce,2,2019-08-18 00:00:00,4,2019-08-30 00:00:00
685,wfnsfZHiUq,17,2,1,2016,2019,2006,Tanya Grayson,4,2019-04-14 00:00:00,5,2019-04-16 00:00:00
686,eobVSsQSaA,46,3,9,2019,0,2007,Antonio Letourneau,3,2019-01-03 00:00:00,8,2019-01-29 00:00:00
687,MURLjHYYzR,100,1,2,2016,0,1994,Dwayne Rudy,5,2018-10-12 00:00:00,7,2018-10-18 00:00:00
688,PmhXiKRmdE,95,3,5,2016,0,2000,Susana Delagarza,3,2018-09-12 00:00:00,1,2018-09-17 00:00:00
689,MEzkjBcVlN,45,4,6,2019,2022,1999,Kathy Chandler,3,1000-01-01 00:00:00,8,1000-01-01 00:00:00
690,IPTPWTrIyO,61,4,7,2019,0,2002,Betty Wright,5,2018-07-07 00:00:00,1,2018-07-24 00:00:00
691,pNPpMHkbSf,8,4,8,2016,0,1994,Leonard Rouse,2,1000-01-01 00:00:00,3,1000-01-01 00:00:00
692,KJJopjwOYb,12,2,8,2018,0,2007,Maria Brown,3,2018-07-17 00:00:00,5,2018-07-21 00:00:00
693,woGffWOOLs,141,4,2,2016,2019,1991,Maria Brown,4,1000-01-01 00:00:00,6,1000-01-01 00:00:00
694,pLVMidMRYH,11,3,6,2017,0,1997,Ryan Archer,4,2018-12-06 00:00:00,4,2018-12-31 00:00:00
695,YpUmmXnhpu,140,3,4,2016,0,2009,Leonard Carter,1,1000-01-01 00:00:00,4,1000-01-01 00:00:00
696,pLVMidMRYH,10,2,6,2016,0,1994,Chad Ayers,4,2019-01-02 00:00:00,1,2019-01-27 00:00:00
697,PbqUoDenDN,106,3,8,2018,0,1990,Kelley Nation,4,2017-12-14 00:00:00,5,2017-12-25 00:00:00
698,QxqZuEtClA,118,4,6,2017,0,2004,Albert Miller,5,2018-01-13 00:00:00,4,2018-01-15 00:00:00
699,FGfRdSCJdx,40,1,1,2019,0,1992,Justin Rizzo,5,2017-08-31 00:00:00,7,2017-09-27 00:00:00
700,qTTmjdJIdH,95,4,1,2018,2019,2006,Leonard Carter,3,1000-01-01 00:00:00,3,1000-01-01 00:00:00
701,PLWSCDYZfF,91,3,8,2016,2019,2002,Cody Holt,2,2017-12-27 00:00:00,2,2018-01-21 00:00:00
702,GZZEZStCpM,69,4,9,2016,0,2005,Marguerite Harmer,4,2019-03-22 00:00:00,7,2019-04-04 00:00:00
703,sCgKfVImBb,36,4,8,2019,2022,2003,Jason Crieghton,4,2019-12-26 00:00:00,2,2020-01-10 00:00:00
704,BUVbKcuLVm,139,3,2,2016,0,2006,Donna Friedman,1,1000-01-01 00:00:00,7,1000-01-01 00:00:00
705,nGyimeifvr,49,2,2,2017,0,2009,Maria Brown,2,2018-04-29 00:00:00,4,2018-05-30 00:00:00
706,oYZyEUdXes,56,4,6,2016,0,1993,Mary Loveless,4,1000-01-01 00:00:00,3,1000-01-01 00:00:00
707,MjGqWrwlXF,23,2,3,2019,0,1993,Lori Branch,4,1000-01-01 00:00:00,8,1000-01-01 00:00:00
708,DTbJoeNcir,16,4,2,2018,0,2000,Debra Riddle,5,1000-01-01 00:00:00,6,1000-01-01 00:00:00
709,uhjVITIEJl,124,3,4,2019,0,2008,Georgia Harrison,3,2018-10-01 00:00:00,4,2018-10-11 00:00:00
710,naErycVMFg,26,4,7,2019,2022,1992,Barton Rose,5,2017-07-12 00:00:00,3,2017-07-31 00:00:00
711,iagFZLQXOd,29,4,4,2019,0,1990,Charles Capito,4,2018-05-05 00:00:00,7,2018-05-18 00:00:00
712,ODTYEyTrqK,18,3,1,2016,0,2009,Diana Anderson,3,2019-02-01 00:00:00,6,2019-02-22 00:00:00
713,dsawRJfVQt,72,4,5,2018,0,1990,Lydia Weaver,1,2018-11-15 00:00:00,6,2018-12-01 00:00:00
714,wUORXYwuCr,65,1,1,2019,0,2006,Troy Mills,1,2018-07-17 00:00:00,6,2018-08-10 00:00:00
715,goizBSpXkL,10,2,4,2018,0,1999,Juan Caraway,1,2019-04-15 00:00:00,4,2019-04-27 00:00:00
716,KwwSWeIfEl,61,4,5,2016,0,1993,Elsa Lang,2,1000-01-01 00:00:00,4,1000-01-01 00:00:00
717,tCnnERoMPG,2,1,2,2017,2018,1990,Mary Myers,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
718,BUVbKcuLVm,150,1,8,2017,0,1998,Norma Spencer,4,1000-01-01 00:00:00,3,1000-01-01 00:00:00
719,nHGEHvnHtM,94,1,3,2019,0,1996,Patsy Stockbridge,4,2018-07-07 00:00:00,8,2018-07-30 00:00:00
720,NeGmkHHftE,84,3,4,2019,0,2007,Timothy Fox,4,1000-01-01 00:00:00,2,1000-01-01 00:00:00
721,kNMaEaklwR,139,2,7,2016,0,1999,Zenaida Corral,3,2019-06-01 00:00:00,1,2019-06-27 00:00:00
722,wUORXYwuCr,121,4,3,2018,0,1998,Monica Taft,2,2018-05-04 00:00:00,5,2018-06-04 00:00:00
723,nBmnQeebxp,29,1,3,2017,0,1994,Kathryn Christensen,2,2019-09-04 00:00:00,8,2019-09-21 00:00:00
724,jXjBNuyEYp,35,1,3,2019,0,2008,Donald Crumb,1,1000-01-01 00:00:00,5,1000-01-01 00:00:00
725,snJubEmlTU,106,4,7,2016,0,2004,Kathryn Teeter,4,1000-01-01 00:00:00,1,1000-01-01 00:00:00
726,qdeUxdCpZV,139,1,4,2018,2021,1992,Felipe Hertel,5,1000-01-01 00:00:00,1,1000-01-01 00:00:00
727,iagFZLQXOd,116,2,2,2016,0,1998,Billy Rouse,5,2017-09-16 00:00:00,3,2017-10-02 00:00:00
728,tKRUnrbpJk,148,1,6,2019,0,1999,Tyrone Williams,3,2019-08-13 00:00:00,5,2019-09-11 00:00:00
729,zHwdWDAjcQ,1,4,8,2016,0,2003,Richard Mendoza,3,2018-05-24 00:00:00,4,2018-05-29 00:00:00
730,wUORXYwuCr,86,4,2,2016,0,2009,Eloise Mapp,1,1000-01-01 00:00:00,2,1000-01-01 00:00:00
731,FGfRdSCJdx,110,2,6,2016,2018,1990,Dorothy Mutchler,1,1000-01-01 00:00:00,5,1000-01-01 00:00:00
732,ibwkTbgris,21,2,9,2019,0,1996,Margaret Mcdaniel,2,2018-10-11 00:00:00,7,2018-11-08 00:00:00
733,qTTmjdJIdH,124,2,9,2016,0,1999,Rita Avery,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
734,ESJSPoMwXF,73,4,7,2018,0,2004,Justin Rizzo,1,2017-11-18 00:00:00,9,2017-11-28 00:00:00
735,oYZyEUdXes,148,1,2,2017,2019,2008,Dorothy Mutchler,1,1000-01-01 00:00:00,9,1000-01-01 00:00:00
736,ImjbsxFjaH,12,3,1,2017,0,2007,Albert Miller,3,1000-01-01 00:00:00,5,1000-01-01 00:00:00
737,PLWSCDYZfF,77,4,6,2016,2018,2000,Larry Berrios,5,2019-01-29 00:00:00,8,2019-02-19 00:00:00
738,rrJPzQGtSZ,106,3,4,2018,0,2005,Frank Haggard,5,1000-01-01 00:00:00,9,1000-01-01 00:00:00
739,tPZScCEwTF,92,1,8,2018,2020,1999,Marc Uplinger,5,1000-01-01 00:00:00,6,1000-01-01 00:00:00
740,wfnsfZHiUq,134,2,5,2017,0,2004,Elsa Lang,4,1000-01-01 00:00:00,3,1000-01-01 00:00:00
741,HlkYOzpidl,118,3,4,2017,0,2009,Pamela Davis,1,1000-01-01 00:00:00,8,1000-01-01 00:00:00
742,aVZQRArCfp,95,1,6,2016,2018,2001,Chung Brodeur,4,1000-01-01 00:00:00,7,1000-01-01 00:00:00
743,NcZKGsMiYH,24,2,4,2018,0,1991,Susana Delagarza,2,1000-01-01 00:00:00,2,1000-01-01 00:00:00
744,iWPULghhJc,79,3,9,2017,0,2008,Keri Sines,5,2019-01-13 00:00:00,5,2019-01-19 00:00:00
745,eLjEbkFYOt,62,1,5,2018,0,1999,Elsa Lang,2,2018-01-14 00:00:00,9,2018-01-27 00:00:00
746,DTbJoeNcir,79,3,4,2017,2018,1994,Richard Mendoza,3,2018-05-03 00:00:00,2,2018-05-31 00:00:00
747,bolBfATBtA,68,3,9,2016,0,1995,Charlotte Ritchie,1,2017-12-13 00:00:00,6,2018-01-03 00:00:00
748,mlgSGyfYmU,51,3,8,2016,0,2002,Jane Harrison,1,1000-01-01 00:00:00,5,1000-01-01 00:00:00
749,rrJPzQGtSZ,110,4,9,2017,0,1998,Lisa Velasco,3,1000-01-01 00:00:00,7,1000-01-01 00:00:00
750,BUVbKcuLVm,99,4,3,2018,2021,2000,Lydia Weaver,4,1000-01-01 00:00:00,1,1000-01-01 00:00:00
751,oYZyEUdXes,117,4,2,2017,0,1997,Annie Perez,3,1000-01-01 00:00:00,1,1000-01-01 00:00:00
752,qjUySBOHOd,9,1,4,2018,0,2009,Anna Kidwell,5,1000-01-01 00:00:00,3,1000-01-01 00:00:00
753,qdeUxdCpZV,135,3,2,2016,0,2007,Robert Gregory,2,1000-01-01 00:00:00,9,1000-01-01 00:00:00
754,NeGmkHHftE,134,2,4,2019,0,1992,Kathryn Christensen,3,2018-06-28 00:00:00,2,2018-07-26 00:00:00
755,IkjILsUFOd,92,2,5,2017,0,1994,Lydia Weaver,1,2018-05-25 00:00:00,8,2018-06-06 00:00:00
756,NcZKGsMiYH,96,3,2,2019,0,2002,Richard Mendoza,2,2018-02-28 00:00:00,7,2018-03-17 00:00:00
757,uhjVITIEJl,75,1,1,2017,0,1996,Margaret Hall,2,1000-01-01 00:00:00,5,1000-01-01 00:00:00
758,NJmpDrPgWq,4,3,5,2016,0,2005,Antonio Letourneau,2,2018-01-03 00:00:00,8,2018-01-21 00:00:00
759,pDJFIJKenh,55,1,4,2018,2020,1999,Lonnie Rebuck,3,1000-01-01 00:00:00,7,1000-01-01 00:00:00
760,aqFbQUPNyd,129,3,2,2016,0,2005,Debra Cabiness,4,1000-01-01 00:00:00,2,1000-01-01 00:00:00
761,ykmRKCJJsx,99,2,4,2018,0,2004,Zenaida Corral,4,1000-01-01 00:00:00,5,1000-01-01 00:00:00
762,mlgSGyfYmU,104,3,8,2018,0,1990,Kevin Prost,1,2018-01-31 00:00:00,9,2018-02-18 00:00:00
763,GBPLmxQaJu,109,2,6,2016,0,2000,Anna Kidwell,5,2017-09-09 00:00:00,9,2017-09-25 00:00:00
764,GEolesoFDi,16,2,6,2016,0,1996,Donna Friedman,4,2018-11-08 00:00:00,4,2018-11-15 00:00:00
765,eXCDzvqrDk,108,3,9,2019,0,1991,Martin Scerra,1,2017-06-19 00:00:00,6,2017-07-04 00:00:00
766,amCtvCfbEy,146,4,6,2017,0,2001,Frank Haggard,3,1000-01-01 00:00:00,5,1000-01-01 00:00:00
767,dsawRJfVQt,130,4,7,2018,0,2006,Donna Friedman,5,1000-01-01 00:00:00,5,1000-01-01 00:00:00
768,GBPLmxQaJu,97,4,6,2019,2021,2003,Matthew Moore,1,2017-12-29 00:00:00,4,2018-01-21 00:00:00
769,qxHpMIdEuo,130,3,2,2019,2021,1990,Annie Rymer,5,2018-08-26 00:00:00,5,2018-08-27 00:00:00
770,IgIwUsIOCw,129,3,9,2016,2019,2002,Kathryn Teeter,4,2019-03-19 00:00:00,6,2019-04-08 00:00:00
771,rrJPzQGtSZ,54,1,1,2016,2018,1994,Jerome Collier,1,2019-12-14 00:00:00,2,2020-01-10 00:00:00
772,DhpUjtuOUI,70,3,9,2017,0,2000,Daniel Summers,4,1000-01-01 00:00:00,3,1000-01-01 00:00:00
773,GEolesoFDi,98,1,1,2018,0,2006,Cathy Schmitz,2,2019-09-18 00:00:00,9,2019-09-27 00:00:00
774,EDKmNdIfOF,17,1,3,2017,0,2005,Troy Mills,5,2019-03-07 00:00:00,4,2019-04-06 00:00:00
775,WckkxOTmQd,35,2,3,2017,0,2003,Jonathan Friend,2,2018-09-07 00:00:00,4,2018-10-04 00:00:00
776,nHGEHvnHtM,101,2,9,2018,0,1995,Suzanne Carlson,5,2017-10-15 00:00:00,5,2017-10-30 00:00:00
777,pLVMidMRYH,71,3,6,2016,0,1992,Guadalupe Johnson,2,1000-01-01 00:00:00,4,1000-01-01 00:00:00
778,nkNfTSqCeD,119,4,3,2018,0,2002,Charles Jacks,4,2018-03-11 00:00:00,6,2018-03-31 00:00:00
779,oYZyEUdXes,23,3,2,2017,2019,1991,Kathryn Teeter,4,1000-01-01 00:00:00,6,1000-01-01 00:00:00
780,eobVSsQSaA,18,2,9,2019,0,2002,Susana Delagarza,2,2019-02-25 00:00:00,7,2019-03-02 00:00:00
781,rJtzbwgmhE,24,3,2,2016,2019,2005,Keri Sines,1,1000-01-01 00:00:00,1,1000-01-01 00:00:00
782,wUORXYwuCr,42,1,1,2017,0,2004,Zenaida Corral,5,2018-12-29 00:00:00,3,2018-12-30 00:00:00
783,snJubEmlTU,15,1,5,2018,0,1998,Felipe Hertel,1,2019-07-09 00:00:00,9,2019-07-24 00:00:00
784,sXszVSxOcV,150,4,2,2019,0,1991,Kelley Nation,5,1000-01-01 00:00:00,9,1000-01-01 00:00:00
785,nHGEHvnHtM,46,2,9,2017,0,1994,Elsa Lang,1,1000-01-01 00:00:00,6,1000-01-01 00:00:00
786,qjUySBOHOd,14,3,4,2018,0,2008,Susana Delagarza,1,2018-09-17 00:00:00,1,2018-10-03 00:00:00
787,zHwdWDAjcQ,98,1,5,2018,0,2006,Courtney Rogers,1,2018-12-13 00:00:00,1,2019-01-07 00:00:00
788,OhsFIVQLXD,20,2,1,2016,0,2000,Jane Robertson,3,2019-09-05 00:00:00,4,2019-09-27 00:00:00
789,DhpUjtuOUI,120,4,6,2018,0,2009,James Harrison,1,2018-08-09 00:00:00,8,2018-08-28 00:00:00
790,iWPULghhJc,26,2,8,2017,0,2002,Troy Mills,4,2017-09-07 00:00:00,4,2017-09-23 00:00:00
791,NxgQeBsbNJ,47,3,9,2018,0,2003,Adam Wenk,4,2017-10-28 00:00:00,1,2017-11-07 00:00:00
792,qTTmjdJIdH,44,4,6,2019,2022,1998,Pamela Davis,5,1000-01-01 00:00:00,9,1000-01-01 00:00:00
793,DhpUjtuOUI,47,2,8,2016,2019,2002,Suzanne Carlson,5,1000-01-01 00:00:00,2,1000-01-01 00:00:00
794,MnhPUXtOLj,47,2,3,2017,2020,1993,Tommy Clark,2,1000-01-01 00:00:00,4,1000-01-01 00:00:00
795,OBknRkXxNS,93,2,5,2016,0,2007,Margaret Mcdaniel,4,2017-10-27 00:00:00,7,2017-11-11 00:00:00
796,ssLJidMLOL,125,3,1,2018,0,2002,Lori Branch,1,2017-10-29 00:00:00,6,2017-11-01 00:00:00
797,uhjVITIEJl,29,4,2,2018,0,2004,Kelley Nation,2,2018-09-23 00:00:00,8,2018-10-04 00:00:00
798,GErjWhkibJ,62,4,3,2018,0,1991,Betty Wright,2,2017-08-28 00:00:00,6,2017-09-01 00:00:00
799,mlgSGyfYmU,132,4,2,2016,0,2002,Anna Solomon,4,2017-12-16 00:00:00,9,2018-01-13 00:00:00
800,zHwdWDAjcQ,39,2,3,2019,0,2007,Pamela Davis,4,1000-01-01 00:00:00,4,1000-01-01 00:00:00
801,wfhpfwIZrb,72,2,2,2018,2019,2003,Marybeth Swinehart,1,2019-11-09 00:00:00,3,2019-12-03 00:00:00
802,FbblXSdaQl,77,4,4,2016,2019,1991,Felix Rosi,1,2018-10-31 00:00:00,9,2018-11-17 00:00:00
803,XRxFRKGyvs,42,3,6,2017,0,2004,Betty Wright,3,1000-01-01 00:00:00,5,1000-01-01 00:00:00
804,qxHpMIdEuo,129,1,2,2019,2020,2009,Lori Branch,5,1000-01-01 00:00:00,3,1000-01-01 00:00:00
805,wKCLcBdfYK,114,2,1,2019,0,1992,Roxanne Yeast,5,2019-05-21 00:00:00,5,2019-06-03 00:00:00
806,gVsKYzhhcv,46,3,1,2019,0,1993,Catherine Schwarz,1,2017-08-09 00:00:00,8,2017-08-10 00:00:00
807,wUORXYwuCr,16,3,1,2018,0,1997,Catherine Schwarz,1,1000-01-01 00:00:00,8,1000-01-01 00:00:00
808,DApAEHMYSp,148,1,6,2019,2021,1997,Eva Fitzgerald,2,1000-01-01 00:00:00,1,1000-01-01 00:00:00
809,BUVbKcuLVm,115,1,7,2016,0,2008,Rita Avery,2,2017-12-13 00:00:00,3,2018-01-09 00:00:00
810,tKRUnrbpJk,71,4,5,2016,2019,1990,Marguerite Harmer,4,1000-01-01 00:00:00,2,1000-01-01 00:00:00
811,RHQTwwKqnJ,119,2,2,2019,0,2007,Pattie Pierce,2,2019-12-25 00:00:00,3,2019-12-30 00:00:00
812,tKRUnrbpJk,143,1,2,2018,0,2002,John Tucker,4,2018-03-08 00:00:00,4,2018-03-28 00:00:00
813,NxgQeBsbNJ,88,3,8,2019,0,1991,Pattie Pierce,5,2019-05-18 00:00:00,5,2019-06-06 00:00:00
814,rJtzbwgmhE,124,1,1,2017,2020,2002,Carly Sparks,5,2018-06-15 00:00:00,4,2018-06-16 00:00:00
815,HlkYOzpidl,3,1,3,2018,0,2004,Reginald Bender,4,1000-01-01 00:00:00,7,1000-01-01 00:00:00
816,XRxFRKGyvs,42,4,6,2016,0,1994,Charles Jacks,4,1000-01-01 00:00:00,7,1000-01-01 00:00:00
817,VfkvdmGJuC,47,1,4,2016,0,1990,Robert Mauldin,4,2017-08-19 00:00:00,8,2017-09-09 00:00:00
818,wUORXYwuCr,10,4,7,2016,2018,1997,Martin Scerra,5,2017-11-11 00:00:00,2,2017-11-15 00:00:00
819,vpRmgPMUSS,52,2,9,2019,0,2002,Janet Jenkins,4,2017-12-01 00:00:00,1,2017-12-17 00:00:00
820,UgYNurCjMF,34,4,9,2016,0,2003,Camille Guzman,5,2017-10-09 00:00:00,8,2017-10-15 00:00:00
821,IgnWcZWAyC,107,2,6,2018,2021,1994,Maria Brown,3,2017-12-12 00:00:00,6,2017-12-23 00:00:00
822,KJJopjwOYb,140,2,3,2016,0,2000,Felipe Hertel,1,2018-04-01 00:00:00,8,2018-04-25 00:00:00
823,xwjGqrjjsk,107,4,2,2016,0,1996,Pedro Gonzalez,1,1000-01-01 00:00:00,7,1000-01-01 00:00:00
824,wKCLcBdfYK,50,3,8,2018,0,1999,Autumn Doremus,5,1000-01-01 00:00:00,2,1000-01-01 00:00:00
825,PmhXiKRmdE,125,3,2,2019,2022,1995,Justin Rizzo,5,2019-10-06 00:00:00,1,2019-10-27 00:00:00
826,wfnsfZHiUq,43,2,8,2017,0,2000,Jesus Oleksy,4,2018-04-27 00:00:00,1,2018-05-12 00:00:00
827,NxgQeBsbNJ,127,4,6,2016,0,2007,Cathy Schmitz,4,2019-07-02 00:00:00,1,2019-08-02 00:00:00
828,GBPLmxQaJu,148,1,8,2018,0,1992,Lonnie Rebuck,1,1000-01-01 00:00:00,5,1000-01-01 00:00:00
829,hXwOLtTYKu,91,3,6,2017,2019,2004,Ryan Archer,2,1000-01-01 00:00:00,6,1000-01-01 00:00:00
830,tKRUnrbpJk,91,4,6,2018,0,2005,Tyrone Williams,5,1000-01-01 00:00:00,1,1000-01-01 00:00:00
831,OvBIbuNJqP,54,3,6,2019,0,2005,Guadalupe Johnson,1,2018-07-23 00:00:00,5,2018-08-08 00:00:00
832,JHubwWxvLO,138,4,5,2019,2020,1995,Phil Brown,4,1000-01-01 00:00:00,9,1000-01-01 00:00:00
833,PjAWxcSynU,42,3,2,2019,0,2009,Anna Solomon,5,2018-05-26 00:00:00,8,2018-06-15 00:00:00
834,zJRUAYilPM,98,2,4,2016,0,1993,Timothy Fox,1,1000-01-01 00:00:00,8,1000-01-01 00:00:00
835,sCgKfVImBb,139,3,9,2016,0,1991,Courtney Rogers,4,1000-01-01 00:00:00,6,1000-01-01 00:00:00
836,zJRUAYilPM,101,1,3,2017,0,2005,Suzanne Freeman,2,1000-01-01 00:00:00,9,1000-01-01 00:00:00
837,nBmnQeebxp,40,4,6,2016,2017,1992,Lori Mcvey,2,2019-06-10 00:00:00,4,2019-07-01 00:00:00
838,lFzsqaEity,102,3,9,2016,0,2007,Theresa Cinotti,4,2019-08-03 00:00:00,2,2019-08-24 00:00:00
839,DhpUjtuOUI,147,2,4,2019,2022,1994,Geraldine Wilson,2,1000-01-01 00:00:00,8,1000-01-01 00:00:00
840,tQbzhAsnkJ,69,4,9,2019,0,1990,Steven Burridge,1,1000-01-01 00:00:00,2,1000-01-01 00:00:00
841,DqhpYwumjd,11,2,7,2018,0,2003,Ward Ohalloran,5,1000-01-01 00:00:00,2,1000-01-01 00:00:00
842,FGfRdSCJdx,78,4,7,2018,0,1998,Jerome Collier,3,2019-12-03 00:00:00,3,2019-12-28 00:00:00
843,ipVSfmtxmK,112,3,7,2019,0,2001,Antonio Letourneau,4,2017-09-14 00:00:00,8,2017-09-22 00:00:00
844,HyLygEtbfh,128,2,2,2018,0,1992,John Tucker,5,1000-01-01 00:00:00,7,1000-01-01 00:00:00
845,goizBSpXkL,105,3,6,2019,0,1990,Timothy Miranda,3,1000-01-01 00:00:00,4,1000-01-01 00:00:00
846,FGfRdSCJdx,75,3,4,2017,0,2008,Anna Kidwell,2,2017-11-28 00:00:00,6,2017-12-27 00:00:00
847,eXCDzvqrDk,68,2,9,2016,0,1992,Juan Caraway,2,2017-11-19 00:00:00,1,2017-12-16 00:00:00
848,dFvJiNBFlX,110,2,9,2019,2021,2008,Marc Uplinger,4,2018-04-01 00:00:00,4,2018-04-20 00:00:00
849,NeGmkHHftE,72,3,8,2019,0,1993,Kathy Chandler,2,2019-04-05 00:00:00,4,2019-04-28 00:00:00
850,MjGqWrwlXF,122,4,2,2017,2020,1995,Kevin Prost,1,2018-09-20 00:00:00,5,2018-09-25 00:00:00
851,qxHpMIdEuo,145,3,3,2019,0,1994,Henry Zurawski,5,2019-01-29 00:00:00,4,2019-02-02 00:00:00
852,ipVSfmtxmK,75,3,5,2017,0,1990,Alex Vinson,2,1000-01-01 00:00:00,7,1000-01-01 00:00:00
853,JHubwWxvLO,100,1,6,2017,2018,1999,Roxanne Yeast,4,2019-09-19 00:00:00,4,2019-10-09 00:00:00
